127.0.0.1 - - [26/May/2015:11:15:53 +0300] "POST /springCRUD/book/save HTTP/1.1" 302 -
127.0.0.1 - - [26/May/2015:11:15:53 +0300] "GET /springCRUD/book/list HTTP/1.1" 200 22977
127.0.0.1 - - [26/May/2015:11:15:59 +0300] "GET /springCRUD/book/delete/32 HTTP/1.1" 302 -
127.0.0.1 - - [26/May/2015:11:15:59 +0300] "GET /springCRUD/book/list HTTP/1.1" 200 22194
127.0.0.1 - - [26/May/2015:11:16:02 +0300] "GET /springCRUD/book/delete/31 HTTP/1.1" 302 -
127.0.0.1 - - [26/May/2015:11:16:02 +0300] "GET /springCRUD/book/list HTTP/1.1" 200 21411
127.0.0.1 - - [26/May/2015:11:16:06 +0300] "GET /springCRUD/book/delete/36 HTTP/1.1" 302 -
127.0.0.1 - - [26/May/2015:11:16:06 +0300] "GET /springCRUD/book/list HTTP/1.1" 200 20628
127.0.0.1 - - [26/May/2015:11:16:13 +0300] "GET /springCRUD/book/delete/37 HTTP/1.1" 302 -
127.0.0.1 - - [26/May/2015:11:16:13 +0300] "GET /springCRUD/book/list HTTP/1.1" 200 19844
127.0.0.1 - - [26/May/2015:13:09:40 +0300] "POST /springCRUD/book/save HTTP/1.1" 302 -
127.0.0.1 - - [26/May/2015:13:09:41 +0300] "GET /springCRUD/book/list HTTP/1.1" 200 20634
127.0.0.1 - - [26/May/2015:13:09:42 +0300] "GET /springCRUD/resources/css/pure-0.4.2.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2015:13:09:42 +0300] "GET /springCRUD/resources/css/jquery-ui-1.10.4.custom.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2015:13:09:42 +0300] "GET /springCRUD/resources/css/font-awesome-4.0.3/css/font-awesome.css HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2015:13:09:42 +0300] "GET /springCRUD/resources/js/js-for-listBooks.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2015:13:09:42 +0300] "GET /springCRUD/resources/js/lib/jquery.ui.datepicker.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2015:13:09:42 +0300] "GET /springCRUD/resources/js/lib/jquery-ui-1.10.4.custom.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2015:13:09:42 +0300] "GET /springCRUD/resources/js/lib/jquery-1.10.2.js HTTP/1.1" 304 -
127.0.0.1 - - [26/May/2015:13:09:50 +0300] "GET /springCRUD/book/get/38 HTTP/1.1" 200 1011
127.0.0.1 - - [26/May/2015:13:09:57 +0300] "POST /springCRUD/book/save HTTP/1.1" 302 -
127.0.0.1 - - [26/May/2015:13:09:57 +0300] "GET /springCRUD/book/list HTTP/1.1" 200 20638
127.0.0.1 - - [26/May/2015:13:10:01 +0300] "GET /springCRUD/book/delete/35 HTTP/1.1" 302 -
127.0.0.1 - - [26/May/2015:13:10:01 +0300] "GET /springCRUD/book/list HTTP/1.1" 200 19854
127.0.0.1 - - [26/May/2015:13:10:05 +0300] "GET /springCRUD/book/delete/33 HTTP/1.1" 302 -
127.0.0.1 - - [26/May/2015:13:10:05 +0300] "GET /springCRUD/book/list HTTP/1.1" 200 19071
